joker_a,joker_b,weight,shared_tags
Castle,Steel Joker,2,joker-synergy|scaling
Castle,Stone Joker,3,+chips|joker-synergy|scaling
Castle,Stuntman,1,+chips
Castle,Swashbuckler,1,joker-synergy
Castle,Trading Card,1,discards
Castle,Troubadour,1,scaling
Castle,Vampire,1,scaling
Castle,Walkie Talkie,1,+chips
Castle,Wee Joker,3,+chips|joker-synergy|scaling
Castle,Wily Joker,1,+chips
Castle,Wrathful Joker,1,suit:Spades
Castle,Yorick,1,discards
Cavendish,Ceremonial Dagger,1,destruction
Cavendish,Constellation,1,xmult
Cavendish,Driver's License,1,xmult
Cavendish,Flower Pot,1,xmult
Cavendish,Glass Joker,2,destruction|xmult
Cavendish,Gros Michel,2,destruction|probability
Cavendish,Hallucination,1,probability
Cavendish,Hit the Road,1,xmult
Cavendish,Hologram,1,xmult
Cavendish,Joker Stencil,1,xmult
Cavendish,Loyalty Card,1,xmult
Cavendish,Lucky Cat,1,xmult
Cavendish,Madness,2,destruction|xmult
Cavendish,Obelisk,1,xmult
Cavendish,Photograph,1,xmult
Cavendish,Ramen,1,xmult
Cavendish,Reserved Parking,1,probability
Cavendish,Seeing Double,1,xmult
Cavendish,Sixth Sense,1,destruction
Cavendish,Space Joker,1,probability
Cavendish,Steel Joker,1,xmult
Cavendish,The Duo,1,xmult
Cavendish,The Family,1,xmult
Cavendish,The Idol,1,xmult
Cavendish,The Order,1,xmult
Cavendish,The Tribe,1,xmult
Cavendish,The Trio,1,xmult
Cavendish,Throwback,1,xmult
Cavendish,Trading Card,1,destruction
Cavendish,Triboulet,1,xmult
Cavendish,Vampire,1,xmult
Cavendish,Yorick,1,xmult
Ceremonial Dagger,Chicot,1,blind-aware
Ceremonial Dagger,Cloud 9,1,economy
Ceremonial Dagger,Credit Card,1,economy
Ceremonial Dagger,Delayed Gratification,1,economy
Ceremonial Dagger,Egg,1,economy
Ceremonial Dagger,Faceless Joker,1,economy
Ceremonial Dagger,Gift Card,1,economy
Ceremonial Dagger,Glass Joker,1,destruction
Ceremonial Dagger,Golden Joker,1,economy
Ceremonial Dagger,Golden Ticket,1,economy
Ceremonial Dagger,Gros Michel,1,destruction
Ceremonial Dagger,Luchador,1,blind-aware
Ceremonial Dagger,Madness,2,blind-aware|destruction
Ceremonial Dagger,Mail-In Rebate,1,economy
Ceremonial Dagger,Matador,2,blind-aware|economy
Ceremonial Dagger,Reserved Parking,1,economy
Ceremonial Dagger,Riff-raff,1,blind-aware
Ceremonial Dagger,Rocket,2,blind-aware|economy
Ceremonial Dagger,Rough Gem,1,economy
Ceremonial Dagger,Satellite,1,economy
Ceremonial Dagger,Sixth Sense,1,destruction
Ceremonial Dagger,Swashbuckler,1,economy
Ceremonial Dagger,Throwback,1,blind-aware
Ceremonial Dagger,To Do List,1,economy
Ceremonial Dagger,To the Moon,1,economy
Ceremonial Dagger,Trading Card,2,destruction|economy
Ceremonial Dagger,Vagabond,1,economy
Chaos the Clown,Constellation,1,scaling
Chaos the Clown,Delayed Gratification,1,scaling
Chaos the Clown,Egg,1,scaling
Chaos the Clown,Flash Card,2,scaling|shop
Chaos the Clown,Fortune Teller,1,scaling
Chaos the Clown,Glass Joker,1,scaling
Chaos the Clown,Green Joker,1,scaling
Chaos the Clown,Hiker,1,scaling
Chaos the Clown,Hit the Road,1,scaling
Chaos the Clown,Hologram,1,scaling
Chaos the Clown,Lucky Cat,1,scaling
Chaos the Clown,Obelisk,1,scaling
Chaos the Clown,Perkeo,1,shop
Chaos the Clown,Popcorn,1,scaling
Chaos the Clown,Ramen,1,scaling
Chaos the Clown,Red Card,1,scaling
Chaos the Clown,Ride the Bus,1,scaling
Chaos the Clown,Rocket,1,scaling
Chaos the Clown,Runner,1,scaling
Chaos the Clown,Satellite,1,scaling
Chaos the Clown,Spare Trousers,1,scaling
Chaos the Clown,Square Joker,1,scaling
Chaos the Clown,Steel Joker,1,scaling
Chaos the Clown,Stone Joker,1,scaling
Chaos the Clown,Troubadour,1,scaling
Chaos the Clown,Vampire,1,scaling
Chaos the Clown,Wee Joker,1,scaling
Chicot,Luchador,1,blind-aware
Chicot,Madness,1,blind-aware
Chicot,Matador,1,blind-aware
Chicot,Riff-raff,1,blind-aware
Chicot,Rocket,1,blind-aware
Chicot,Throwback,1,blind-aware
Clever Joker,Crafty Joker,1,+chips
Clever Joker,Devious Joker,1,+chips
Clever Joker,Hiker,1,+chips
Clever Joker,Ice Cream,1,+chips
Clever Joker,Mad Joker,1,hand:Four of a Kind
Clever Joker,Odd Todd,1,+chips
Clever Joker,Runner,1,+chips
Clever Joker,Scary Face,1,+chips
Clever Joker,Scholar,1,+chips
Clever Joker,Sly Joker,1,+chips
Clever Joker,Square Joker,1,+chips
Clever Joker,Stone Joker,1,+chips
Clever Joker,Stuntman,1,+chips
Clever Joker,The Family,1,hand:Four of a Kind
Clever Joker,Walkie Talkie,1,+chips
Clever Joker,Wee Joker,1,+chips
Clever Joker,Wily Joker,1,+chips
Cloud 9,Credit Card,1,economy
Cloud 9,DNA,1,deck-size
Cloud 9,Delayed Gratification,1,economy
Cloud 9,Driver's License,1,deck-size
Cloud 9,Egg,1,economy
Cloud 9,Erosion,1,deck-size
Cloud 9,Faceless Joker,1,economy
Cloud 9,Gift Card,1,economy
Cloud 9,Golden Joker,1,economy
Cloud 9,Golden Ticket,1,economy
Cloud 9,Hologram,1,deck-size
Cloud 9,Mail-In Rebate,1,economy
Cloud 9,Marble Joker,1,deck-size
Cloud 9,Matador,1,economy
Cloud 9,Reserved Parking,1,economy
Cloud 9,Rocket,1,economy
Cloud 9,Rough Gem,1,economy
Cloud 9,Satellite,1,economy
Cloud 9,Steel Joker,1,deck-size
Cloud 9,Stone Joker,1,deck-size
Cloud 9,Swashbuckler,1,economy
Cloud 9,To Do List,1,economy
Cloud 9,To the Moon,1,economy
Cloud 9,Trading Card,1,economy
Cloud 9,Vagabond,1,economy
Constellation,Delayed Gratification,1,scaling
Constellation,Driver's License,1,xmult
Constellation,Egg,1,scaling
Constellation,Flash Card,1,scaling
Constellation,Flower Pot,1,xmult
Constellation,Fortune Teller,1,scaling
Constellation,Glass Joker,2,scaling|xmult
Constellation,Green Joker,1,scaling
Constellation,Hiker,1,scaling
Constellation,Hit the Road,2,scaling|xmult
Constellation,Hologram,2,scaling|xmult
Constellation,Joker Stencil,1,xmult
Constellation,Loyalty Card,1,xmult
Constellation,Lucky Cat,2,scaling|xmult
Constellation,Madness,1,xmult
Constellation,Obelisk,2,scaling|xmult
Constellation,Photograph,1,xmult
Constellation,Popcorn,1,scaling
Constellation,Ramen,2,scaling|xmult
Constellation,Red Card,1,scaling
Constellation,Ride the Bus,1,scaling
Constellation,Rocket,1,scaling
Constellation,Runner,1,scaling
Constellation,Satellite,2,planet|scaling
Constellation,Seeing Double,1,xmult
Constellation,Showman,1,planet
Constellation,Spare Trousers,1,scaling
Constellation,Square Joker,1,scaling
Constellation,Steel Joker,2,scaling|xmult
Constellation,Stone Joker,1,scaling
Constellation,The Duo,1,xmult
Constellation,The Family,1,xmult
Constellation,The Idol,1,xmult
Constellation,The Order,1,xmult
Constellation,The Tribe,1,xmult
Constellation,The Trio,1,xmult
Constellation,Throwback,1,xmult
Constellation,Triboulet,1,xmult
Constellation,Troubadour,1,scaling
Constellation,Vampire,2,scaling|xmult
Constellation,Wee Joker,1,scaling
Constellation,Yorick,1,xmult
Crafty Joker,Devious Joker,1,+chips
Crafty Joker,Droll Joker,1,hand:Flush
Crafty Joker,Hiker,1,+chips
Crafty Joker,Ice Cream,1,+chips
Crafty Joker,Odd Todd,1,+chips
Crafty Joker,Runner,1,+chips
Crafty Joker,Scary Face,1,+chips
Crafty Joker,Scholar,1,+chips
Crafty Joker,Sly Joker,1,+chips
Crafty Joker,Square Joker,1,+chips
Crafty Joker,Stone Joker,1,+chips
Crafty Joker,Stuntman,1,+chips
Crafty Joker,The Tribe,1,hand:Flush
Crafty Joker,Walkie Talkie,1,+chips
Crafty Joker,Wee Joker,1,+chips
Crafty Joker,Wily Joker,1,+chips
Crazy Joker,Devious Joker,2,hand:Straight|straights
Crazy Joker,Droll Joker,1,+mult
Crazy Joker,Erosion,1,+mult
Crazy Joker,Even Steven,1,+mult
Crazy Joker,Fibonacci,1,+mult
Crazy Joker,Flash Card,1,+mult
Crazy Joker,Fortune Teller,1,+mult
Crazy Joker,Four Fingers,2,hand:Straight|straights
Crazy Joker,Gluttonous Joker,1,+mult
Crazy Joker,Greedy Joker,1,+mult
Crazy Joker,Green Joker,1,+mult
Crazy Joker,Gros Michel,1,+mult
Crazy Joker,Half Joker,1,+mult
Crazy Joker,Joker,1,+mult
Crazy Joker,Jolly Joker,1,+mult
Crazy Joker,Lusty Joker,1,+mult
Crazy Joker,Mad Joker,1,+mult
Crazy Joker,Mystic Summit,1,+mult
Crazy Joker,Onyx Agate,1,+mult
Crazy Joker,Popcorn,1,+mult
Crazy Joker,Red Card,1,+mult
Crazy Joker,Ride the Bus,1,+mult
Crazy Joker,Runner,2,hand:Straight|straights
Crazy Joker,Scholar,1,+mult
Crazy Joker,Shoot the Moon,1,+mult
Crazy Joker,Shortcut,2,hand:Straight|straights
Crazy Joker,Smiley Face,1,+mult
Crazy Joker,Spare Trousers,1,+mult
Crazy Joker,Superposition,2,hand:Straight|straights
Crazy Joker,Séance,1,straights
Crazy Joker,The Order,2,hand:Straight|straights
Crazy Joker,Walkie Talkie,1,+mult
Crazy Joker,Wrathful Joker,1,+mult
Crazy Joker,Zany Joker,1,+mult
Credit Card,Delayed Gratification,1,economy
Credit Card,Egg,1,economy
Credit Card,Faceless Joker,1,economy
Credit Card,Gift Card,1,economy
Credit Card,Golden Joker,1,economy
Credit Card,Golden Ticket,1,economy
Credit Card,Mail-In Rebate,1,economy
Credit Card,Matador,1,economy
Credit Card,Reserved Parking,1,economy
Credit Card,Rocket,1,economy
Credit Card,Rough Gem,1,economy
Credit Card,Satellite,1,economy
Credit Card,Swashbuckler,1,economy
Credit Card,To Do List,1,economy
Credit Card,To the Moon,1,economy
Credit Card,Trading Card,1,economy
Credit Card,Vagabond,1,economy
DNA,Driver's License,1,deck-size
DNA,Dusk,1,hand-timing
DNA,Erosion,1,deck-size
DNA,Hologram,1,deck-size
DNA,Marble Joker,1,deck-size
DNA,Perkeo,1,copycat
DNA,Sixth Sense,1,hand-timing
DNA,Steel Joker,1,deck-size
DNA,Stone Joker,1,deck-size
Delayed Gratification,Drunkard,1,discards
Delayed Gratification,Egg,2,economy|scaling
Delayed Gratification,Faceless Joker,2,discards|economy
Delayed Gratification,Flash Card,1,scaling
Delayed Gratification,Fortune Teller,1,scaling
Delayed Gratification,Gift Card,1,economy
Delayed Gratification,Glass Joker,1,scaling
Delayed Gratification,Golden Joker,1,economy
Delayed Gratification,Golden Ticket,1,economy
Delayed Gratification,Green Joker,2,discards|scaling
Delayed Gratification,Hiker,1,scaling
Delayed Gratification,Hit the Road,2,discards|scaling
Delayed Gratification,Hologram,1,scaling
Delayed Gratification,Lucky Cat,1,scaling
Delayed Gratification,Mail-In Rebate,2,discards|economy
Delayed Gratification,Matador,1,economy
Delayed Gratification,Merry Andy,1,discards
Delayed Gratification,Mystic Summit,1,discards
Delayed Gratification,Obelisk,1,scaling
Delayed Gratification,Popcorn,1,scaling
Delayed Gratification,Ramen,2,discards|scaling
Delayed Gratification,Red Card,1,scaling
Delayed Gratification,Reserved Parking,1,economy
Delayed Gratification,Ride the Bus,1,scaling
Delayed Gratification,Rocket,2,economy|scaling
Delayed Gratification,Rough Gem,1,economy
Delayed Gratification,Runner,1,scaling
Delayed Gratification,Satellite,2,economy|scaling
Delayed Gratification,Spare Trousers,1,scaling
Delayed Gratification,Square Joker,1,scaling
Delayed Gratification,Steel Joker,1,scaling
Delayed Gratification,Stone Joker,1,scaling
Delayed Gratification,Swashbuckler,1,economy
Delayed Gratification,To Do List,1,economy
Delayed Gratification,To the Moon,1,economy
Delayed Gratification,Trading Card,2,discards|economy
Delayed Gratification,Troubadour,1,scaling
Delayed Gratification,Vagabond,1,economy
Delayed Gratification,Vampire,1,scaling
Delayed Gratification,Wee Joker,1,scaling
Delayed Gratification,Yorick,1,discards
Devious Joker,Four Fingers,2,hand:Straight|straights
Devious Joker,Hiker,1,+chips
Devious Joker,Ice Cream,1,+chips
Devious Joker,Odd Todd,1,+chips
Devious Joker,Runner,3,+chips|hand:Straight|straights
Devious Joker,Scary Face,1,+chips
Devious Joker,Scholar,1,+chips
Devious Joker,Shortcut,2,hand:Straight|straights
Devious Joker,Sly Joker,1,+chips
Devious Joker,Square Joker,1,+chips
Devious Joker,Stone Joker,1,+chips
Devious Joker,Stuntman,1,+chips
Devious Joker,Superposition,2,hand:Straight|straights
Devious Joker,Séance,1,straights
Devious Joker,The Order,2,hand:Straight|straights
Devious Joker,Walkie Talkie,1,+chips
Devious Joker,Wee Joker,1,+chips
Devious Joker,Wily Joker,1,+chips
Driver's License,Erosion,1,deck-size
Driver's License,Flower Pot,1,xmult
Driver's License,Glass Joker,2,enhancements|xmult
Driver's License,Golden Ticket,1,enhancements
Driver's License,Hit the Road,1,xmult
Driver's License,Hologram,2,deck-size|xmult
Driver's License,Joker Stencil,1,xmult
Driver's License,Loyalty Card,1,xmult
Driver's License,Lucky Cat,2,enhancements|xmult
Driver's License,Madness,1,xmult
Driver's License,Marble Joker,2,deck-size|enhancements
Driver's License,Midas Mask,1,enhancements
Driver's License,Obelisk,1,xmult
Driver's License,Photograph,1,xmult
Driver's License,Ramen,1,xmult
Driver's License,Seeing Double,1,xmult
Driver's License,Steel Joker,3,deck-size|enhancements|xmult
Driver's License,Stone Joker,2,deck-size|enhancements
Driver's License,The Duo,1,xmult
Driver's License,The Family,1,xmult
Driver's License,The Idol,1,xmult
Driver's License,The Order,1,xmult
Driver's License,The Tribe,1,xmult
Driver's License,The Trio,1,xmult
Driver's License,Throwback,1,xmult
Driver's License,Triboulet,1,xmult
Driver's License,Vampire,2,enhancements|xmult
Driver's License,Yorick,1,xmult
Droll Joker,Erosion,1,+mult
Droll Joker,Even Steven,1,+mult
Droll Joker,Fibonacci,1,+mult
Droll Joker,Flash Card,1,+mult
Droll Joker,Fortune Teller,1,+mult
Droll Joker,Gluttonous Joker,1,+mult
Droll Joker,Greedy Joker,1,+mult
Droll Joker,Green Joker,1,+mult
Droll Joker,Gros Michel,1,+mult
Droll Joker,Half Joker,1,+mult
Droll Joker,Joker,1,+mult
Droll Joker,Jolly Joker,1,+mult
Droll Joker,Lusty Joker,1,+mult
Droll Joker,Mad Joker,1,+mult
Droll Joker,Mystic Summit,1,+mult
Droll Joker,Onyx Agate,1,+mult
Droll Joker,Popcorn,1,+mult
Droll Joker,Red Card,1,+mult
Droll Joker,Ride the Bus,1,+mult
Droll Joker,Scholar,1,+mult
Droll Joker,Shoot the Moon,1,+mult
Droll Joker,Smiley Face,1,+mult
Droll Joker,Spare Trousers,1,+mult
Droll Joker,The Tribe,1,hand:Flush
Droll Joker,Walkie Talkie,1,+mult
Droll Joker,Wrathful Joker,1,+mult
Droll Joker,Zany Joker,1,+mult
Drunkard,Faceless Joker,1,discards
Drunkard,Green Joker,1,discards
Drunkard,Hit the Road,1,discards
Drunkard,Mail-In Rebate,1,discards
Drunkard,Merry Andy,1,discards
Drunkard,Mystic Summit,1,discards
Drunkard,Ramen,1,discards
Drunkard,Trading Card,1,discards
Drunkard,Yorick,1,discards
Dusk,Hack,1,retrigger
Dusk,Hanging Chad,1,retrigger
Dusk,Mime,1,retrigger
Dusk,Seltzer,1,retrigger
Dusk,Sixth Sense,1,hand-timing
Dusk,Sock and Buskin,1,retrigger
Egg,Faceless Joker,1,economy
Egg,Flash Card,1,scaling
Egg,Fortune Teller,1,scaling
Egg,Gift Card,1,economy
Egg,Glass Joker,1,scaling
Egg,Golden Joker,1,economy
Egg,Golden Ticket,1,economy
Egg,Green Joker,1,scaling
Egg,Hiker,1,scaling
Egg,Hit the Road,1,scaling
Egg,Hologram,1,scaling
Egg,Lucky Cat,1,scaling
Egg,Mail-In Rebate,1,economy
Egg,Matador,1,economy
Egg,Obelisk,1,scaling
Egg,Popcorn,1,scaling
Egg,Ramen,1,scaling
Egg,Red Card,1,scaling
Egg,Reserved Parking,1,economy
Egg,Ride the Bus,1,scaling
Egg,Rocket,2,economy|scaling
Egg,Rough Gem,1,economy
Egg,Runner,1,scaling
Egg,Satellite,2,economy|scaling
Egg,Spare Trousers,1,scaling
Egg,Square Joker,1,scaling
Egg,Steel Joker,1,scaling
Egg,Stone Joker,1,scaling
Egg,Swashbuckler,1,economy
Egg,To Do List,1,economy
Egg,To the Moon,1,economy
Egg,Trading Card,1,economy
Egg,Troubadour,1,scaling
Egg,Vagabond,1,economy
Egg,Vampire,1,scaling
Egg,Wee Joker,1,scaling
Erosion,Even Steven,1,+mult
Erosion,Fibonacci,1,+mult
Erosion,Flash Card,1,+mult
Erosion,Fortune Teller,1,+mult
Erosion,Gluttonous Joker,1,+mult
Erosion,Greedy Joker,1,+mult
Erosion,Green Joker,1,+mult
Erosion,Gros Michel,1,+mult
Erosion,Half Joker,1,+mult
Erosion,Hologram,1,deck-size
Erosion,Joker,1,+mult
Erosion,Jolly Joker,1,+mult
Erosion,Lusty Joker,1,+mult
Erosion,Mad Joker,1,+mult
Erosion,Marble Joker,1,deck-size
Erosion,Mystic Summit,1,+mult
Erosion,Onyx Agate,1,+mult
Erosion,Popcorn,1,+mult
Erosion,Red Card,1,+mult
Erosion,Ride the Bus,1,+mult
Erosion,Scholar,1,+mult
Erosion,Shoot the Moon,1,+mult
Erosion,Smiley Face,1,+mult
Erosion,Spare Trousers,1,+mult
Erosion,Steel Joker,1,deck-size
Erosion,Stone Joker,1,deck-size
Erosion,Walkie Talkie,1,+mult
Erosion,Wrathful Joker,1,+mult
Erosion,Zany Joker,1,+mult
Even Steven,Fibonacci,1,+mult
Even Steven,Flash Card,1,+mult
Even Steven,Fortune Teller,1,+mult
Even Steven,Gluttonous Joker,1,+mult
Even Steven,Greedy Joker,1,+mult
Even Steven,Green Joker,1,+mult
Even Steven,Gros Michel,1,+mult
Even Steven,Half Joker,1,+mult
Even Steven,Joker,1,+mult
Even Steven,Jolly Joker,1,+mult
Even Steven,Lusty Joker,1,+mult
Even Steven,Mad Joker,1,+mult
Even Steven,Mystic Summit,1,+mult
Even Steven,Onyx Agate,1,+mult
Even Steven,Popcorn,1,+mult
Even Steven,Red Card,1,+mult
Even Steven,Ride the Bus,1,+mult
Even Steven,Scholar,1,+mult
Even Steven,Shoot the Moon,1,+mult
Even Steven,Smiley Face,1,+mult
Even Steven,Spare Trousers,1,+mult
Even Steven,Walkie Talkie,1,+mult
Even Steven,Wrathful Joker,1,+mult
Even Steven,Zany Joker,1,+mult
Faceless Joker,Fibonacci,1,aces
Faceless Joker,Gift Card,1,economy
Faceless Joker,Golden Joker,1,economy
Faceless Joker,Golden Ticket,1,economy
Faceless Joker,Green Joker,1,discards
Faceless Joker,Hit the Road,2,discards|face-cards
Faceless Joker,Mail-In Rebate,3,aces|discards|economy
Faceless Joker,Matador,1,economy
Faceless Joker,Merry Andy,1,discards
Faceless Joker,Midas Mask,2,aces|face-cards
Faceless Joker,Mystic Summit,1,discards
Faceless Joker,Pareidolia,2,aces|face-cards
Faceless Joker,Photograph,2,aces|face-cards
Faceless Joker,Ramen,1,discards
Faceless Joker,Reserved Parking,3,aces|economy|face-cards
Faceless Joker,Ride the Bus,2,aces|face-cards
Faceless Joker,Rocket,1,economy
Faceless Joker,Rough Gem,1,economy
Faceless Joker,Satellite,1,economy
Faceless Joker,Scary Face,2,aces|face-cards
Faceless Joker,Scholar,1,aces
Faceless Joker,Shoot the Moon,1,face-cards
Faceless Joker,Smiley Face,2,aces|face-cards
Faceless Joker,Sock and Buskin,2,aces|face-cards
Faceless Joker,Superposition,1,aces
Faceless Joker,Swashbuckler,1,economy
Faceless Joker,To Do List,1,economy
Faceless Joker,To the Moon,1,economy
Faceless Joker,Trading Card,2,discards|economy
Faceless Joker,Triboulet,1,face-cards
Faceless Joker,Vagabond,1,economy
Faceless Joker,Yorick,1,discards
Fibonacci,Flash Card,1,+mult
Fibonacci,Fortune Teller,1,+mult
Fibonacci,Gluttonous Joker,1,+mult
Fibonacci,Greedy Joker,1,+mult
Fibonacci,Green Joker,1,+mult
Fibonacci,Gros Michel,1,+mult
Fibonacci,Half Joker,1,+mult
Fibonacci,Joker,1,+mult
Fibonacci,Jolly Joker,1,+mult
Fibonacci,Lusty Joker,1,+mult
Fibonacci,Mad Joker,1,+mult
Fibonacci,Mail-In Rebate,1,aces
Fibonacci,Midas Mask,1,aces
Fibonacci,Mystic Summit,1,+mult
Fibonacci,Onyx Agate,1,+mult
Fibonacci,Pareidolia,1,aces
Fibonacci,Photograph,1,aces
Fibonacci,Popcorn,1,+mult
Fibonacci,Red Card,1,+mult
Fibonacci,Reserved Parking,1,aces
Fibonacci,Ride the Bus,2,+mult|aces
Fibonacci,Scary Face,1,aces
Fibonacci,Scholar,2,+mult|aces
Fibonacci,Shoot the Moon,1,+mult
Fibonacci,Smiley Face,2,+mult|aces
Fibonacci,Sock and Buskin,1,aces
Fibonacci,Spare Trousers,1,+mult
Fibonacci,Superposition,1,aces
Fibonacci,Walkie Talkie,1,+mult
Fibonacci,Wrathful Joker,1,+mult
Fibonacci,Zany Joker,1,+mult
Flash Card,Fortune Teller,2,+mult|scaling
Flash Card,Glass Joker,1,scaling
Flash Card,Gluttonous Joker,1,+mult
Flash Card,Greedy Joker,1,+mult
Flash Card,Green Joker,2,+mult|scaling
Flash Card,Gros Michel,1,+mult
Flash Card,Half Joker,1,+mult
Flash Card,Hiker,1,scaling
Flash Card,Hit the Road,1,scaling
Flash Card,Hologram,1,scaling
Flash Card,Joker,1,+mult
Flash Card,Jolly Joker,1,+mult
Flash Card,Lucky Cat,1,scaling
Flash Card,Lusty Joker,1,+mult
Flash Card,Mad Joker,1,+mult
Flash Card,Mystic Summit,1,+mult
Flash Card,Obelisk,1,scaling
Flash Card,Onyx Agate,1,+mult
Flash Card,Perkeo,1,shop
Flash Card,Popcorn,2,+mult|scaling
Flash Card,Ramen,1,scaling
Flash Card,Red Card,2,+mult|scaling
Flash Card,Ride the Bus,2,+mult|scaling
Flash Card,Rocket,1,scaling
Flash Card,Runner,1,scaling
Flash Card,Satellite,1,scaling
Flash Card,Scholar,1,+mult
Flash Card,Shoot the Moon,1,+mult
Flash Card,Smiley Face,1,+mult
Flash Card,Spare Trousers,2,+mult|scaling
Flash Card,Square Joker,1,scaling
Flash Card,Steel Joker,1,scaling
Flash Card,Stone Joker,1,scaling
Flash Card,Troubadour,1,scaling
Flash Card,Vampire,1,scaling
Flash Card,Walkie Talkie,1,+mult
Flash Card,Wee Joker,1,scaling
Flash Card,Wrathful Joker,1,+mult
Flash Card,Zany Joker,1,+mult
Flower Pot,Glass Joker,1,xmult
Flower Pot,Gluttonous Joker,1,suit:Clubs
Flower Pot,Greedy Joker,1,suit:Diamonds
Flower Pot,Hit the Road,1,xmult
Flower Pot,Hologram,1,xmult
Flower Pot,Joker Stencil,1,xmult
Flower Pot,Loyalty Card,1,xmult
Flower Pot,Lucky Cat,1,xmult
Flower Pot,Lusty Joker,1,suit:Hearts
Flower Pot,Madness,1,xmult
Flower Pot,Obelisk,1,xmult
Flower Pot,Onyx Agate,1,suit:Clubs
Flower Pot,Photograph,1,xmult
Flower Pot,Ramen,1,xmult
Flower Pot,Rough Gem,1,suit:Diamonds
Flower Pot,Seeing Double,2,suit:Clubs|xmult
Flower Pot,Smeared Joker,4,suit:Clubs|suit:Diamonds|suit:Hearts|suit:Spades
Flower Pot,Steel Joker,1,xmult
Flower Pot,The Duo,1,xmult
Flower Pot,The Family,1,xmult
Flower Pot,The Idol,1,xmult
Flower Pot,The Order,1,xmult
Flower Pot,The Tribe,1,xmult
Flower Pot,The Trio,1,xmult
Flower Pot,Throwback,1,xmult
Flower Pot,Triboulet,1,xmult
Flower Pot,Vampire,1,xmult
Flower Pot,Wrathful Joker,1,suit:Spades
Flower Pot,Yorick,1,xmult
Fortune Teller,Glass Joker,1,scaling
Fortune Teller,Gluttonous Joker,1,+mult
Fortune Teller,Greedy Joker,1,+mult
Fortune Teller,Green Joker,2,+mult|scaling
Fortune Teller,Gros Michel,1,+mult
Fortune Teller,Half Joker,1,+mult
Fortune Teller,Hallucination,1,tarot
Fortune Teller,Hiker,1,scaling
Fortune Teller,Hit the Road,1,scaling
Fortune Teller,Hologram,1,scaling
Fortune Teller,Joker,1,+mult
Fortune Teller,Jolly Joker,1,+mult
Fortune Teller,Lucky Cat,1,scaling
Fortune Teller,Lusty Joker,1,+mult
Fortune Teller,Mad Joker,1,+mult
Fortune Teller,Mystic Summit,1,+mult
Fortune Teller,Obelisk,1,scaling
Fortune Teller,Onyx Agate,1,+mult
Fortune Teller,Popcorn,2,+mult|scaling
Fortune Teller,Ramen,1,scaling
Fortune Teller,Red Card,2,+mult|scaling
Fortune Teller,Ride the Bus,2,+mult|scaling
Fortune Teller,Rocket,1,scaling
Fortune Teller,Runner,1,scaling
Fortune Teller,Satellite,1,scaling
Fortune Teller,Scholar,1,+mult
Fortune Teller,Shoot the Moon,1,+mult
Fortune Teller,Showman,1,tarot
Fortune Teller,Smiley Face,1,+mult
Fortune Teller,Spare Trousers,2,+mult|scaling
Fortune Teller,Square Joker,1,scaling
Fortune Teller,Steel Joker,1,scaling
Fortune Teller,Stone Joker,1,scaling
Fortune Teller,Superposition,1,tarot
Fortune Teller,Troubadour,1,scaling
Fortune Teller,Vagabond,1,tarot
Fortune Teller,Vampire,1,scaling
Fortune Teller,Walkie Talkie,1,+mult
Fortune Teller,Wee Joker,1,scaling
Fortune Teller,Wrathful Joker,1,+mult
Fortune Teller,Zany Joker,1,+mult
Four Fingers,Runner,2,hand:Straight|straights
Four Fingers,Shortcut,2,hand:Straight|straights
Four Fingers,Superposition,2,hand:Straight|straights
Four Fingers,Séance,1,straights
Four Fingers,The Order,2,hand:Straight|straights
Gift Card,Golden Joker,1,economy
Gift Card,Golden Ticket,1,economy
Gift Card,Invisible Joker,1,joker-synergy
Gift Card,Joker Stencil,1,joker-synergy
Gift Card,Madness,1,joker-synergy
Gift Card,Mail-In Rebate,1,economy
Gift Card,Matador,1,economy
Gift Card,Perkeo,1,consumables
Gift Card,Reserved Parking,1,economy
Gift Card,Riff-raff,1,joker-synergy
Gift Card,Rocket,1,economy
Gift Card,Rough Gem,1,economy
Gift Card,Satellite,1,economy
Gift Card,Showman,1,joker-synergy
Gift Card,Steel Joker,1,joker-synergy
Gift Card,Stone Joker,1,joker-synergy
Gift Card,Swashbuckler,2,economy|joker-synergy
Gift Card,To Do List,1,economy
Gift Card,To the Moon,1,economy
Gift Card,Trading Card,1,economy
Gift Card,Vagabond,1,economy
Gift Card,Wee Joker,1,joker-synergy
Glass Joker,Golden Ticket,1,enhancements
Glass Joker,Green Joker,1,scaling
Glass Joker,Gros Michel,1,destruction
Glass Joker,Hiker,1,scaling
Glass Joker,Hit the Road,2,scaling|xmult
Glass Joker,Hologram,2,scaling|xmult
Glass Joker,Joker Stencil,1,xmult
Glass Joker,Loyalty Card,1,xmult
Glass Joker,Lucky Cat,3,enhancements|scaling|xmult
Glass Joker,Madness,2,destruction|xmult
Glass Joker,Marble Joker,1,enhancements
Glass Joker,Midas Mask,1,enhancements
Glass Joker,Obelisk,2,scaling|xmult
Glass Joker,Photograph,1,xmult
Glass Joker,Popcorn,1,scaling
Glass Joker,Ramen,2,scaling|xmult
Glass Joker,Red Card,1,scaling
Glass Joker,Ride the Bus,1,scaling
Glass Joker,Rocket,1,scaling
Glass Joker,Runner,1,scaling
Glass Joker,Satellite,1,scaling
